otu	method	WM	C	WMR	CWM	RM	FRM	WMC	WMN	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	FRM-WM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM	WMC-WM	WMC-C	WMC-WMR	WMC-CWM	WMC-RM	WMC-FRM	WMN-WM	WMN-C	WMN-WMR	WMN-CWM	WMN-RM	WMN-FRM	WMN-WMC
Lachnospiraceae (OTU 63)	Kruskal-Wallis rank sum test	0	0.003	0	0	0	0	0	0	0.012163650834417485	0.49040826621771616	0.012163650834417485	0.625151014068144	0.012163650834417485	0.625151014068144	NA	0.012163650834417485	0.49040826621771616	0.625151014068144	NA	0.012163650834417485	0.49040826621771616	0.625151014068144	NA	NA	0.011344136648990272	0.4341950797736823	0.625151014068144	NA	NA	NA	0.21952714213928173	0.6567818986049939	0.8382564863858263	NA	NA	NA
Ruminococcaceae (OTU 65)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.15403988239340063	0.3118759620345454	0.3118759620345454	0.23326363295460067	0.7227047605366813	0.4163163336935759	0.45881579735394296	0.23326363295460067	0.6233896788290267	0.37135096601319756	NA	0.16115792581713348	0.3280447207438068	0.25950880259746534	0.4945804868000163	NA	0.131360293131131	0.25950880259746534	0.1997201550984995	0.4163163336935759	NA	NA	0.3280447207438068	0.5552106677954198	0.45881579735394296	0.7728299926844475	NA	NA
Lachnospiraceae (OTU 66)	Kruskal-Wallis rank sum test	0	0.002	0.0025	0	0	0	0	0	0.012763538986762793	0.07016793246507018	0.9657968985969321	0.20109829274429653	0.07979988323566946	0.23435424527137294	0.45881579735394296	0.03477621232696015	0.13940786865281765	0.46581872693311654	NA	0.017209651413980093	0.07979988323566946	0.23435424527137294	0.46581872693311654	NA	0.006847548373772603	0.03821190416108796	0.13940786865281765	0.3799165113390397	NA	NA	0.13940786865281765	0.30257401286907176	0.46581872693311654	0.8096314209075165	NA	NA
Lachnospiraceae (OTU 68)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.188329379998178	NA	0.1416339440599602	0.21937995572105076	0.8506029755463789	0.188329379998178	NA	0.188329379998178	NA	0.22885220071965984	0.22885220071965984	0.7846833102056361	0.188329379998178	0.8506029755463789	0.2636015034663377	NA	0.1416339440599602	NA	0.188329379998178	NA	0.20342180882606956	NA	0.3416774320120277	NA	0.5444634470646816	NA	0.6152289123143079	NA
Pseudoflavonifractor (OTU 69)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.09701060322110187	0.9467287346481039	0.0673064456986553	0.9467287346481039	0.0673064456986553	0.9053696011339337	0.6920582399327194	0.0673064456986553	0.7130818975894978	0.6894419483768882	0.6920582399327194	0.0673064456986553	0.7130818975894978	0.6894419483768882	NA	0.6894419483768882	0.0673064456986553	0.6920582399327194	0.6471442042997108	NA	NA	0.9053696011339337	0.4816805180549014	0.9053696011339337	0.8440366939613526	NA	NA	NA
Lachnospiraceae (OTU 70)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0.6606010472085049	0.33108119777817113	0.019604822741353178	0.5176401705593922	0.6761775145631278	0.02460856546393695	0.6606010472085049	0.7380057737147188	0.09944042106039601	NA	0.6606010472085049	0.7380057737147188	0.09944042106039601	NA	NA	0.6269998911671762	0.7208027460246365	0.049802210805502824	NA	NA	NA	0.8356955570833566	0.8773705560641434	0.5092190875894792	NA	NA	NA	NA
Lachnospiraceae (OTU 71)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.03791400717247065	NA	0.023397465401145175	NA	0.023397465401145175	NA	NA	0.03794304163885299	NA	NA	NA	0.03794304163885299	NA	NA	NA	NA	0.023397465401145175	NA	NA	NA	NA	NA	0.2135529271512108	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 73)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.004810926777432739	0.6668277483393535	0.004283699065449041	0.6668277483393535	0.004810926777432739	1	NA	0.0064975070520644565	0.6668277483393535	0.6668277483393535	NA	0.0064975070520644565	0.6668277483393535	0.6668277483393535	NA	NA	0.004283699065449041	0.6668277483393535	0.6668277483393535	NA	NA	NA	0.16239236043050406	0.8875656914673455	0.8875656914673455	NA	NA	NA
Lachnospiraceae (OTU 74)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.2337631402262691	0.3510948971649984	0.4359565057780589	0.588377425005312	0.2337631402262691	0.4359565057780589	NA	0.2337631402262691	0.3510948971649984	0.588377425005312	NA	0.2337631402262691	0.3510948971649984	0.588377425005312	NA	NA	0.2337631402262691	0.28310051192450764	0.588377425005312	NA	NA	NA	0.4359565057780589	0.588377425005312	0.8382564863858263	NA	NA	NA
Lachnospiraceae (OTU 75)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0.8245204419408867	0.41246906887606655	0.02659208243658289	0.8245204419408867	1	0.05999831592755929	0.7356972113034227	0.7496550526720525	0.08388242144074479	0.7717913753927703	0.8245204419408867	0.4469584852249961	0.6531248866324753	0.6531248866324753	0.4881509323450698	0.6531248866324753	0.7183454087985905	0.04080299191747183	0.7356972113034227	NA	0.41246906887606655	0.8579000284068274	0.8381848686492899	0.4469584852249961	0.8731838399852357	NA	0.7539570003851813	NA
Lachnospiraceae (OTU 76)	Kruskal-Wallis rank sum test	0	0	0.002	0	0	0	0	0	0.31590392831571756	0.16440878998775998	0.16440878998775998	0.3628984154428406	0.695502939543785	0.16440878998775998	0.5199912370011353	0.6041780328898685	0.26296796719759197	0.7728299926844475	NA	0.35265765473092797	0.16440878998775998	0.3692132496466161	0.5564030476500184	NA	0.2695458761406487	0.16440878998775998	0.31590392831571756	0.4341902986731882	NA	NA	0.5646765784059768	0.3692132496466161	0.6041780328898685	0.7728299926844475	NA	NA
Lachnospiraceae (OTU 77)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.039488538240600245	0.1901764026310408	0.1901764026310408	NA	0.012771311304102103	0.11489268093880822	NA	0.039488538240600245	0.1901764026310408	NA	NA	0.039488538240600245	0.1901764026310408	NA	NA	NA	0.023574482909453458	0.17525269785802852	NA	NA	NA	NA	0.1901764026310408	0.4795001221869535	NA	NA	NA	NA
Acetatifactor (OTU 79)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.19232923378228334	NA	0.1443485147717647	0.4541943175825768	0.4032526956547903	0.4488814101391382	0.4558364739945018	0.4488814101391382	0.4488814101391382	0.9425378416084825	NA	0.2077085342344299	NA	0.4558364739945018	0.48558811431274324	NA	0.1443485147717647	NA	0.4488814101391382	0.4521320465522456	NA	NA	0.4488814101391382	NA	0.7348196824286461	0.818290580489415	NA	NA
Porphyromonadaceae (OTU 80)	Kruskal-Wallis rank sum test	0	0	0	0	0	5e-4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07385078097116583	0.006437098391199308	0.048638960707639456	0.04038995971590641	0.0853297662687271	NA	NA	NA	NA	NA	0.04937818087567358	NA	NA	NA	NA	NA	0.33592381315173575	NA
Lachnospiraceae (OTU 81)	Kruskal-Wallis rank sum test	0	0.001	0.0015	0	0	0	0	0	0.04166740357805388	0.04166740357805388	0.5317789543315519	NA	0.021777259687339682	0.021777259687339682	NA	0.04166740357805388	0.04166740357805388	NA	NA	0.04166740357805388	0.04166740357805388	NA	NA	NA	0.03208191031567102	0.03208191031567102	NA	NA	NA	NA	0.2293207549108481	0.2293207549108481	NA	NA	NA	NA
Lachnospiraceae (OTU 82)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.10775401357628418	0.5778900375697129	0.10775401357628418	0.3667180404938704	0.3667180404938704	0.5157216817337145	0.3667180404938704	0.40379811162065965	0.4682119539556924	0.9525838350372593	NA	0.11479703914877643	0.5778900375697129	0.40379811162065965	0.3667180404938704	NA	0.10775401357628418	0.5487283952538263	0.3667180404938704	0.3667180404938704	NA	NA	0.3667180404938704	0.8622567629846988	0.5778900375697129	0.5778900375697129	NA	NA
Lachnospiraceae (OTU 85)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.10185041122423265	NA	0.07360042411595921	0.6019972728063608	0.07360042411595921	0.6019972728063608	NA	0.10185041122423265	NA	0.6019972728063608	NA	0.10185041122423265	NA	0.6019972728063608	NA	NA	0.07360042411595921	NA	0.6019972728063608	NA	NA	NA	0.46820292432783955	NA	0.8382564863858263	NA	NA	NA
Lachnospiraceae (OTU 86)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.19407348290315746	0.41445437600622514	0.3799509211470157	NA	0.11011471079891824	0.3799509211470157	0.4558364739945018	0.3799509211470157	0.8733822463096637	0.3897012972177389	NA	0.20951951481486983	0.41496084064575983	NA	0.48558811431274324	NA	0.1457140013316932	0.3897012972177389	NA	0.41445437600622514	NA	NA	0.41445437600622514	0.6978307672678061	NA	0.818290580489415	NA	NA
Porphyromonadaceae (OTU 87)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.193867401044964	0.05908621347244404	0.15677847249729693	0.15677847249729693	0.2029358529332272	NA	NA	NA	NA	NA	0.15677847249729693	NA	NA	NA	NA	NA	0.5083315735521454	NA
Lachnospiraceae (OTU 88)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.0800074016010843	0.18152292356295088	0.588377425005312	0.588377425005312	0.0800074016010843	0.18152292356295088	NA	0.0800074016010843	0.18152292356295088	0.588377425005312	NA	0.0800074016010843	0.18152292356295088	0.588377425005312	NA	NA	0.0800074016010843	0.13490219199706388	0.588377425005312	NA	NA	NA	0.2948125922152856	0.5546369999024772	0.8382564863858263	NA	NA	NA
Lachnospiraceae (OTU 90)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.23152874439137935	NA	0.17365925783782984	0.4758226184198423	0.3388751546180019	0.45320725811957546	0.43954152836633076	0.6740680301344217	0.3388751546180019	0.6442202028356577	0.5199912370011353	0.45146209364765977	0.45320725811957546	1	0.6442202028356577	NA	0.17365925783782984	NA	0.45320725811957546	0.3388751546180019	0.4675895524172796	NA	0.45320725811957546	NA	0.718490356152454	0.6442202028356577	0.8096314209075165	NA
Clostridiales (OTU 91)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0.6945936693785588	0.020535670044921267	3.7493896705896747e-4	0.3300462364444834	0.2132418465494719	0.08359476885550132	NA	0.6945936693785588	0.02173291028014882	0.3306545786180429	NA	0.6945936693785588	0.02173291028014882	0.3306545786180429	NA	NA	0.6945936693785588	0.01059839175109997	0.2584143531993817	NA	NA	NA	0.8773705560641434	0.2132418465494719	0.6945936693785588	NA	NA	NA
Ruminococcaceae (OTU 92)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0	0.01627106873000701	NA	0.008163564701945849	NA	0.006911722999392572	NA	NA	0.017803965683493215	NA	NA	NA	0.017803965683493215	NA	NA	NA	NA	0.008505726210488649	NA	NA	NA	NA	NA	0.15303928644697568	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 94)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.12985115158191757	NA	0.090146641392549	0.24542442773775852	0.4562112045223232	0.20065236904145292	0.4562112045223232	0.24542442773775852	0.4013641911383556	0.46496645775977974	NA	0.14620011444291003	NA	0.2768184016703979	0.46496645775977974	NA	0.090146641392549	NA	0.20795456797191672	0.41445437600622514	NA	NA	0.38415521480965514	NA	0.46496645775977974	0.7728299926844475	NA	NA
Clostridiales (OTU 97)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.01868214032926051	NA	0.011997984984911756	0.6019972728063608	0.011997984984911756	0.6019972728063608	NA	0.021460638636162033	NA	0.6019972728063608	NA	0.021460638636162033	NA	0.6019972728063608	NA	NA	0.011997984984911756	NA	0.6019972728063608	NA	NA	NA	0.23423222443878444	NA	0.8382564863858263	NA	NA	NA
Ruminococcaceae (OTU 98)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.10387322978038806	NA	0.0904145269394057	NA	0.0904145269394057	NA	NA	0.10387322978038806	NA	NA	NA	0.10387322978038806	NA	NA	NA	NA	0.0904145269394057	NA	NA	NA	NA	NA	0.3346350996653633	NA	NA	NA	NA	NA
Ruminococcaceae (OTU 101)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.10413603539047692	NA	0.0906656697911423	NA	0.0906656697911423	NA	NA	0.10413603539047692	NA	NA	NA	0.10413603539047692	NA	NA	NA	NA	0.0906656697911423	NA	NA	NA	NA	NA	0.33513251148475454	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 102)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.11237878000815917	0.3524644804230192	0.588377425005312	0.588377425005312	0.11237878000815917	0.36058823149792935	NA	0.11237878000815917	0.3524644804230192	0.588377425005312	NA	0.11237878000815917	0.3524644804230192	0.588377425005312	NA	NA	0.11237878000815917	0.28417692873357114	0.588377425005312	NA	NA	NA	0.36058823149792935	0.588377425005312	0.8382564863858263	NA	NA	NA
Ruminococcaceae (OTU 106)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.10387322978038806	NA	0.0904145269394057	NA	0.0904145269394057	NA	NA	0.10387322978038806	NA	NA	NA	0.10387322978038806	NA	NA	NA	NA	0.0904145269394057	NA	NA	NA	NA	NA	0.3346350996653633	NA	NA	NA	NA	NA
Bacteria (OTU 108)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.010113341948897011	NA	0.004454917612774884	NA	0.0034904848674112317	NA	NA	0.01161561760213579	NA	NA	NA	0.01161561760213579	NA	NA	NA	NA	0.004837049994103042	NA	NA	NA	NA	NA	0.12652858765730618	NA	NA	NA	NA	NA
Enterorhabdus (OTU 109)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.05188294215622216	0.2598966350287878	0.2598966350287878	0.2661255046580831	0.09268104214124159	0.7994877901236261	NA	0.059898264965085796	0.2661255046580831	0.2999857653378756	0.2598966350287878	0.2598966350287878	1	0.7994877901236261	0.2661255046580831	NA	0.03708992340610531	0.2598966350287878	0.2598966350287878	NA	0.2598966350287878	NA	0.2598966350287878	0.6041780328898685	0.6041780328898685	NA	0.6041780328898685	NA
Lachnospiraceae (OTU 110)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.08333480715610776	0.228211683157249	0.43662282310152345	NA	0.043554519374679364	0.11489268093880822	NA	0.08333480715610776	0.228211683157249	NA	NA	0.08333480715610776	0.228211683157249	NA	NA	NA	0.06416382063134204	0.17525269785802852	NA	NA	NA	NA	0.2501680962663798	0.4795001221869535	NA	NA	NA	NA
Lachnospiraceae (OTU 112)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.14087174775790348	NA	0.13629509528936296	NA	0.13629509528936296	NA	NA	0.14087174775790348	NA	NA	NA	0.14087174775790348	NA	NA	NA	NA	0.13629509528936296	NA	NA	NA	NA	NA	0.38394818084080395	NA	NA	NA	NA	NA
Clostridiales (OTU 115)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.08648608546796664	0.41445437600622514	0.2345826402525299	NA	0.03364348631899467	0.3307275490960375	NA	0.10169327667550143	0.41496084064575983	NA	0.4558364739945018	0.2345826402525299	0.8113636638523745	0.350731167495965	0.48558811431274324	NA	0.055367983507721354	0.350731167495965	NA	NA	0.41445437600622514	NA	0.350731167495965	0.6978307672678061	NA	NA	0.8113636638523745	NA
Ruminococcaceae (OTU 118)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.07609712305597664	NA	0.05937404136126059	NA	0.05937404136126059	NA	NA	0.07609712305597664	NA	NA	NA	0.07609712305597664	NA	NA	NA	NA	0.05937404136126059	NA	NA	NA	NA	NA	0.29141010085871033	NA	NA	NA	NA	NA
Oscillibacter (OTU 119)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.16488801479721293	0.3541837478239061	0.431649399552616	NA	0.13438973301818052	0.27866858303462416	NA	0.16488801479721293	0.3541837478239061	NA	NA	0.16488801479721293	0.3541837478239061	NA	NA	NA	0.16041050269407084	0.3541837478239061	NA	NA	NA	NA	0.3541837478239061	0.620294015349161	NA	NA	NA	NA
Lachnospiraceae (OTU 125)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.10361040411665731	NA	0.09016356043173193	NA	0.09016356043173193	NA	NA	0.10361040411665731	NA	NA	NA	0.10361040411665731	NA	NA	NA	NA	0.09016356043173193	NA	NA	NA	NA	NA	0.3341366264062344	NA	NA	NA	NA	NA
Clostridium (OTU 126)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0.07900759929241802	NA	0.06060329092027566	0.3734477220374811	0.08689851678355939	0.33938245683171153	NA	0.07900759929241802	NA	0.3734477220374811	NA	0.07900759929241802	NA	0.3734477220374811	NA	NA	0.06060329092027566	NA	0.3399141275109592	NA	NA	NA	0.33938245683171153	NA	0.6522101726064997	NA	NA	NA
Acetatifactor (OTU 138)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.13875191698937836	NA	0.13403719322631605	NA	0.13403719322631605	NA	NA	0.13875191698937836	NA	NA	NA	0.13875191698937836	NA	NA	NA	NA	0.13403719322631605	NA	NA	NA	NA	NA	0.380557512351074	NA	NA	NA	NA	NA
Coriobacteriaceae (OTU 158)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.09635348819230825	0.5618221011311194	0.09635348819230825	NA	0.07352039350578025	0.5123664846328364	NA	0.09635348819230825	0.5618221011311194	NA	NA	0.09635348819230825	0.5618221011311194	NA	NA	NA	0.09635348819230825	0.5618221011311194	NA	NA	NA	NA	0.4456822180025304	0.8230632737581215	NA	NA	NA	NA
Anaerostipes (OTU 159)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.015371082647332347	0.07617551573123328	NA	0.06962806275966775	NA	NA	0.11728929987224622	NA	NA	NA	0.11728929987224622	NA	NA	NA	NA	0.07617551573123328	NA	NA	NA	NA	NA	0.38448812194570275	NA	NA	NA	NA	NA	NA
Porphyromonadaceae (OTU 175)	Kruskal-Wallis rank sum test	0	0	0	0	0	5e-4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07468871014695973	0.006476304393736025	0.049112810370683754	0.04074656555064066	0.08634496498394052	NA	NA	NA	NA	NA	0.049884320407274516	NA	NA	NA	NA	NA	0.3397277758660979	NA
Porphyromonadaceae (OTU 194)	Kruskal-Wallis rank sum test	0	0	0	0	0	5e-4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07385078097116583	0.006437098391199308	0.048638960707639456	0.04038995971590641	0.0853297662687271	NA	NA	NA	NA	NA	0.04937818087567358	NA	NA	NA	NA	NA	0.33592381315173575	NA
