otu	statistic	p.value	parameter	method	WM	C	WMR	CWM	RM	FRM	WMC	M1	1RM1	p.value.adj
Porphyromonadaceae (OTU 537)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 544)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 545)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 554)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 570)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 577)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 589)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 595)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 599)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 610)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 616)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Phascolarctobacterium (OTU 642)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Clostridia (OTU 681)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 696)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Lachnospiraceae (OTU 716)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 718)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 724)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Alloprevotella (OTU 843)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Lachnospiraceae (OTU 929)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Lachnospiraceae (OTU 1005)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1020)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1216)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Lachnospiraceae (OTU 1250)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1261)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1264)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1285)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Ruminococcaceae (OTU 1402)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1479)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1488)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1697)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 1955)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Enterorhabdus (OTU 2461)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 4355)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Porphyromonadaceae (OTU 4430)	14.1666666666665	0.07752341580785908	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.1487505135805621
Clostridium_sensu (OTU 53)	13.351169029528961	0.10032464454804715	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.19152886686445367
Lachnospiraceae (OTU 328)	13.314606741573378	0.10147368790448034	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.19178527013946783
Barnesiella (OTU 396)	13.314606741573378	0.10147368790448034	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.19178527013946783
Dorea (OTU 134)	13.174627606249796	0.1059808033542172	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.19930718242733383
Lachnospiraceae (OTU 193)	12.936105476673967	0.11406701062733596	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.2134521287976881
Ruminococcaceae (OTU 153)	12.566243194192534	0.1276709535462276	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.2377321203964238
Lachnospiraceae (OTU 42)	12.428380658791824	0.13308952352380224	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.24660705829410415
Ruminococcaceae (OTU 147)	12.253923729591001	0.1402289358811223	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.2585684768929963
Lachnospiraceae (OTU 104)	11.679327272620268	0.16609515890240556	8	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0	0	0	0	0.3047765537141228
Enterorhabdus (OTU 109)	11.201042424868517	0.1905660032580324	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	0	0.3479900929059722
Lachnospiraceae (OTU 58)	11.17956579690924	0.1917308723291566	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.3484339891366403
Firmicutes (OTU 96)	10.938436468016498	0.20521193589852532	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.3677589139419117
Lachnospiraceae (OTU 120)	10.964673056482926	0.20370891890139753	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.3677589139419117
Clostridiales (OTU 154)	10.920296812603555	0.2062563221049875	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.3677589139419117
Clostridium (OTU 201)	10.924342105263039	0.20602304516494865	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.3677589139419117
Lachnospiraceae (OTU 36)	10.529737198195106	0.22979402691836756	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Lachnospiraceae (OTU 82)	10.555186566335209	0.22819827415046798	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Lachnospiraceae (OTU 123)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Ruminococcaceae (OTU 143)	10.54770834224911	0.22866627396425912	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Alistipes (OTU 289)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Bacteroides (OTU 309)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Lachnospiraceae (OTU 322)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Phascolarctobacterium (OTU 331)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Blautia (OTU 336)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Bilophila (OTU 339)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Blautia (OTU 398)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Hungatella (OTU 427)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Lachnospiraceae (OTU 434)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Ruminococcus (OTU 477)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Ruminococcaceae (OTU 494)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Lactococcus (OTU 548)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Clostridium (OTU 583)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Veillonella (OTU 683)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Bacteroidales (OTU 817)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Roseburia (OTU 904)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Atopobium (OTU 1091)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Lachnospiraceae (OTU 1163)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Lactobacillus (OTU 1339)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Lachnospiraceae (OTU 2028)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Firmicutes (OTU 3826)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Clostridiales (OTU 5494)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Butyricicoccus (OTU 5522)	10.375000000000217	0.23968576021570265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.37908459147086027
Clostridiales (OTU 91)	10.232760037006221	0.24906784346730435	8	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0.3906541279279711
Ruminococcaceae (OTU 903)	10.247191011236254	0.24810326226297605	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.3906541279279711
Acetatifactor (OTU 78)	10.200167398660815	0.25125698294611837	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.39245925435385426
Lachnospiraceae (OTU 181)	10.127041742286774	0.2562222702476872	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.3969345006296138
Veillonella (OTU 192)	10.130382775119413	0.25599378914158133	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.3969345006296138
Enterobacteriaceae (OTU 176)	9.95423716610282	0.2682525787509228	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.4138754072157095
Bacteroides (OTU 178)	9.696919056878889	0.28694581284487364	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.4409167368104156
Ruminococcaceae (OTU 169)	9.560158001494337	0.29726303580652086	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.4549207592504651
Lachnospiraceae (OTU 203)	9.480337078651532	0.30340765357020527	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.4605947512029622
Lachnospiraceae (OTU 239)	9.480337078651532	0.30340765357020527	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.4605947512029622
Lachnospiraceae (OTU 133)	9.287280701754405	0.3186440097168968	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.4814206121817155
Lachnospiraceae (OTU 149)	9.274474130084014	0.3196734752846841	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.4814206121817155
Lachnospiraceae (OTU 148)	9.162204543997587	0.32879801373704304	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.4931970206055646
Lachnospiraceae (OTU 184)	8.905502392344921	0.350330333668595	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.5234184431886518
Bacteria (OTU 105)	8.802614379085654	0.35921996986652116	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.5324907788609609
Clostridiales (OTU 130)	8.8037012557839045	0.35912529317437963	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.5324907788609609
Lachnospiraceae (OTU 164)	8.749852158486046	0.3638357037766765	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.537226156357749
Ruminococcaceae (OTU 216)	8.633373205741515	0.37416126680045847	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.5481897629867182
Lachnospiraceae (OTU 220)	8.633373205741515	0.37416126680045847	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.5481897629867182
Lachnospiraceae (OTU 183)	8.590183323477149	0.37803709774108235	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.5517298183248229
Lachnospiraceae (OTU 144)	8.440592995327313	0.3916560803259369	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Clostridium (OTU 145)	8.442724458204923	0.39145992188126877	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 157)	8.067711413364583	0.4268839858004418	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 161)	8.44655254381375	0.39110777516705153	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 174)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Firmicutes (OTU 188)	8.067711413364583	0.4268839858004418	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Anaerotruncus (OTU 234)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Firmicutes (OTU 235)	8.067711413364583	0.4268839858004418	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Bacteroides (OTU 237)	8.067711413364583	0.4268839858004418	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 241)	8.067711413364583	0.4268839858004418	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Parabacteroides (OTU 245)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Bacteroides (OTU 261)	8.119877726371401	0.4218486452193644	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Clostridium (OTU 268)	8.355555555555503	0.39953118836154455	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 272)	8.352610707204605	0.3998056122877913	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Bradyrhizobium (OTU 315)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 326)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Clostridium_sensu (OTU 345)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Akkermansia (OTU 352)	8.305000000000721	0.4042581075102367	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Ruminococcaceae (OTU 407)	8.067711413364583	0.4268839858004418	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Subdoligranulum (OTU 469)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Sutterella (OTU 629)	8.305000000000721	0.4042581075102367	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Megasphaera (OTU 636)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 722)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 762)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Prevotella (OTU 995)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Campylobacter (OTU 2305)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Lachnospiraceae (OTU 2417)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Erysipelotrichaceae (OTU 4105)	8.09999999999975	0.4237633294580099	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.562237444712777
Clostridiales (OTU 107)	7.671522947474056	0.4661962621160467	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6004874749240945
Lachnospiraceae (OTU 189)	7.66410408042558	0.46694968081308735	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6004874749240945
Bacteria (OTU 209)	7.663157894736634	0.4670458138298513	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6004874749240945
Ruminococcaceae (OTU 219)	7.66410408042558	0.46694968081308735	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6004874749240945
Dorea (OTU 229)	7.66410408042558	0.46694968081308735	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6004874749240945
Lachnospiraceae (OTU 297)	7.66410408042558	0.46694968081308735	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6004874749240945
Lachnospiraceae (OTU 1004)	7.66410408042558	0.46694968081308735	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6004874749240945
Clostridium (OTU 405)	7.563202247191049	0.4772562908968035	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6115351795220059
Lachnospiraceae (OTU 163)	7.290670674634515	0.5056207983714006	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.6456914249472616
Firmicutes (OTU 198)	6.56519138756026	0.5841860024711298	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7435094576905289
Lachnospiraceae (OTU 160)	6.52945328161506	0.588142554750018	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7460331734748551
Lactobacillus (OTU 294)	6.435475875743241	0.5985732243943888	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7567246783313678
Coriobacteriaceae (OTU 182)	6.412921348314407	0.6010817683403485	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7573630281088392
Alistipes (OTU 18)	6.344527346413027	0.6086993957720322	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7644131946904591
Erysipelotrichaceae (OTU 142)	6.205727001911253	0.6241994765279265	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7711315095715569
Clostridiales (OTU 199)	6.150576581904981	0.6303694086180187	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7711315095715569
Lachnospiraceae (OTU 222)	6.150576581904981	0.6303694086180187	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7711315095715569
Lachnospiraceae (OTU 227)	6.150576581904981	0.6303694086180187	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7711315095715569
Fusobacterium (OTU 231)	6.150576581904981	0.6303694086180187	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7711315095715569
Streptococcus (OTU 257)	6.2239766081876	0.6221589783598636	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7711315095715569
Lachnospiraceae (OTU 287)	6.150576581904981	0.6303694086180187	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7711315095715569
Actinomyces (OTU 727)	6.150576581904981	0.6303694086180187	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7711315095715569
Lachnospiraceae (OTU 72)	6.011775762936789	0.6459127597128821	8	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0.7875968489402239
Olsenella (OTU 114)	5.886340435566463	0.6599618299436456	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8021401019893828
Coriobacteriaceae (OTU 158)	5.287784970448011	0.7264209056521458	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8748225245731831
Clostridium (OTU 172)	5.318537586531026	0.7230507749299062	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8748225245731831
Lachnospiraceae (OTU 225)	5.28519497686748	0.7267044251745489	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8748225245731831
Ruminococcus (OTU 93)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Staphylococcus (OTU 156)	4.3629639614570355	0.8229814188668135	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Streptococcus (OTU 166)	4.2026315789480915	0.8383940794659558	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Lachnospiraceae (OTU 177)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Clostridiales (OTU 179)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Lachnospiraceae (OTU 185)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Firmicutes (OTU 210)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Lachnospiraceae (OTU 211)	4.35294117647049	0.8239592122162833	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Corynebacterium (OTU 213)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Bacillus (OTU 218)	4.35294117647049	0.8239592122162833	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Bacteria (OTU 223)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Pasteurellaceae (OTU 233)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Pseudoflavonifractor (OTU 240)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Lachnospiraceae (OTU 244)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Bacteria (OTU 248)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Coriobacteriaceae (OTU 252)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Akkermansia (OTU 264)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Lachnospiraceae (OTU 266)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Acidaminococcus (OTU 267)	4.35294117647049	0.8239592122162833	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Clostridiales (OTU 269)	4.35294117647049	0.8239592122162833	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Aerococcus (OTU 281)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Veillonellaceae (OTU 286)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Pseudomonas (OTU 298)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Lachnospiraceae (OTU 301)	4.35294117647049	0.8239592122162833	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Roseburia (OTU 319)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Akkermansia (OTU 324)	4.35294117647049	0.8239592122162833	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
Lachnospiraceae (OTU 340)	3.7894736842108574	0.8756007447391008	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8779232931336342
