otu	statistic	p.value	parameter	method	WM	WMC	p.value.adj
Bifidobacterium (OTU 28)	0.17368546569114096	0.6768569747801213	1	Kruskal-Wallis rank sum test	0	0	0.8103654606312461
Bacillus (OTU 218)	0.1379836768246287	0.7102937955099783	1	Kruskal-Wallis rank sum test	0	0	0.8465145234160016
Enterobacteriaceae (OTU 2)	0.12485163929248212	0.7238309268048378	1	Kruskal-Wallis rank sum test	0.256	0.246	0.8530822272056493
Bacteria (OTU 43)	0.10364107281484719	0.7475031980208793	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Lachnospiraceae (OTU 49)	0.10615471485039217	0.7445651411981249	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Lachnospiraceae (OTU 76)	0.1028044684008828	0.748489770230244	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Porphyromonadaceae (OTU 87)	0.10367303120917803	0.7474655981157787	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Anaeroplasma (OTU 89)	0.12023617820705776	0.7287784762992515	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Ruminococcaceae (OTU 98)	0.10367303120917803	0.7474655981157787	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Porphyromonadaceae (OTU 122)	0.10367303120917803	0.7474655981157787	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Clostridiales (OTU 130)	0.10364107281484719	0.7475031980208793	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Ruminococcaceae (OTU 376)	0.10364107281484719	0.7475031980208793	1	Kruskal-Wallis rank sum test	0	0	0.8530822272056493
Dialister (OTU 320)	0.09218106995886804	0.7614224750097216	1	Kruskal-Wallis rank sum test	0	0	0.864048982511032
Porphyromonadaceae (OTU 67)	0.08306332842417284	0.7731882196569327	1	Kruskal-Wallis rank sum test	0	0	0.8736022741578331
Porphyromonadaceae (OTU 80)	0.07942632653233268	0.7780763454991098	1	Kruskal-Wallis rank sum test	0	0	0.8753358886864985
Ruminococcaceae (OTU 37)	0.0678210678210701	0.7945361278961194	1	Kruskal-Wallis rank sum test	0	0	0.8862133734225948
Lachnospiraceae (OTU 62)	0.0678210678210701	0.7945361278961194	1	Kruskal-Wallis rank sum test	0	0	0.8862133734225948
Lachnospiraceae (OTU 16)	0.05106186136867243	0.821225750746371	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Lachnospiraceae (OTU 26)	0.057592086441111724	0.8103430380141708	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Lachnospiraceae (OTU 30)	0.04703115814224677	0.8283122429009908	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Lachnospiraceae (OTU 46)	0.04412923561866629	0.8336133540393229	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Lachnospiraceae (OTU 82)	0.032436162870768705	0.8570737294298226	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Lachnospiraceae (OTU 94)	0.032436162870768705	0.8570737294298226	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Clostridiales (OTU 97)	0.04412923561866629	0.8336133540393229	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Lachnospiraceae (OTU 120)	0.04412923561866629	0.8336133540393229	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Bacteria (OTU 168)	0.04412923561866629	0.8336133540393229	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Porphyromonadaceae (OTU 175)	0.032436162870768705	0.8570737294298226	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Lactobacillus (OTU 294)	0.032436162870768705	0.8570737294298226	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Roseburia (OTU 319)	0.04412923561866629	0.8336133540393229	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Phenylobacterium (OTU 332)	0.032436162870768705	0.8570737294298226	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Burkholderia (OTU 403)	0.032436162870768705	0.8570737294298226	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Bacteroidetes (OTU 442)	0.032436162870768705	0.8570737294298226	1	Kruskal-Wallis rank sum test	0	0	0.8983784874746333
Porphyromonadaceae (OTU 10)	0.028317328409952353	0.8663649471856945	1	Kruskal-Wallis rank sum test	0	0	0.9014483449926235
Clostridium (OTU 51)	0.02321274231387141	0.8789051452744504	1	Kruskal-Wallis rank sum test	0	0	0.9014483449926235
Ruminococcaceae (OTU 52)	0.02251491613204516	0.880725394533023	1	Kruskal-Wallis rank sum test	0	0	0.9014483449926235
Acetatifactor (OTU 55)	0.023242875687710274	0.878827178445544	1	Kruskal-Wallis rank sum test	0	0	0.9014483449926235
Clostridiales (OTU 136)	0.02251491613204516	0.880725394533023	1	Kruskal-Wallis rank sum test	0	0	0.9014483449926235
Clostridiales (OTU 173)	0.02251491613204516	0.880725394533023	1	Kruskal-Wallis rank sum test	0	0	0.9014483449926235
Porphyromonadaceae (OTU 40)	0.018818818818848237	0.8908871754235089	1	Kruskal-Wallis rank sum test	0	0	0.9082873155684993
Porphyromonadaceae (OTU 15)	0.015154975749355338	0.9020235186721673	1	Kruskal-Wallis rank sum test	0	0	0.9133871747643011
Porphyromonadaceae (OTU 44)	0.013828740609897142	0.9063880393254942	1	Kruskal-Wallis rank sum test	0	0	0.9133871747643011
Lachnospiraceae (OTU 75)	0.01405037207864426	0.9056443465864222	1	Kruskal-Wallis rank sum test	0	0	0.9133871747643011
Erysipelotrichaceae (OTU 39)	0.0063593542548976475	0.9364396235943887	1	Kruskal-Wallis rank sum test	0	0	0.9400413144543671
Porphyromonadaceae (OTU 7)	0.003298106746398394	0.9542033466014903	1	Kruskal-Wallis rank sum test	0	0	0.9542033466014903
Clostridium_sensu (OTU 53)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Acetatifactor (OTU 78)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 90)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 101)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 103)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 106)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 116)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 118)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Oscillibacter (OTU 119)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 123)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 125)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 133)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Dorea (OTU 134)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 135)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 137)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Alistipes (OTU 139)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 140)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Erysipelotrichaceae (OTU 142)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 143)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 144)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridium (OTU 145)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 146)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 149)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 153)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Firmicutes (OTU 155)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 157)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Coriobacteriaceae (OTU 158)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 160)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 162)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 164)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Acetatifactor (OTU 165)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Streptococcus (OTU 166)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 167)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 169)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 170)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 171)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridium (OTU 172)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 177)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 180)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Coriobacteriaceae (OTU 182)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 184)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 185)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridium (OTU 186)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 189)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 190)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Veillonella (OTU 192)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 193)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 194)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 195)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 196)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 197)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Firmicutes (OTU 198)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridium (OTU 201)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Actinobacillus (OTU 202)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 203)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Coriobacteriaceae (OTU 204)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 205)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Acetatifactor (OTU 206)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 207)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 208)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Firmicutes (OTU 210)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 211)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 212)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Corynebacterium (OTU 213)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 214)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 215)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 216)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 219)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 220)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 222)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 223)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 224)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 225)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 226)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 227)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Dorea (OTU 229)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Streptococcus (OTU 230)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Fusobacterium (OTU 231)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 232)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Pasteurellaceae (OTU 233)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Anaerotruncus (OTU 234)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Firmicutes (OTU 235)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Oscillibacter (OTU 236)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 238)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 241)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lactobacillales (OTU 242)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 243)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 244)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 246)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Acetatifactor (OTU 247)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 248)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 249)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Akkermansia (OTU 250)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Coriobacteriaceae (OTU 252)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 253)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 254)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 255)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 259)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Coriobacteriaceae (OTU 260)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Faecalibacterium (OTU 262)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Acetatifactor (OTU 263)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Coriobacteriaceae (OTU 265)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 266)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Acidaminococcus (OTU 267)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridium (OTU 268)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 269)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Firmicutes (OTU 270)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 272)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Olsenella (OTU 274)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 276)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Alistipes (OTU 277)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 278)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Firmicutes (OTU 279)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 280)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteroides (OTU 282)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 283)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales_Incertae_Sedis_XIII (OTU 284)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Veillonellaceae (OTU 286)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 287)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 288)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Alistipes (OTU 289)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 290)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 291)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 292)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 293)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 295)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 297)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Turicibacter (OTU 299)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 300)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 301)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Anaeroplasma (OTU 302)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 303)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 305)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Akkermansia (OTU 306)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 307)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 308)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteroides (OTU 309)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 311)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 312)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 313)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 314)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 316)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 317)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 318)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 321)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 322)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridia (OTU 323)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Akkermansia (OTU 324)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 325)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 326)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Streptococcus (OTU 327)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 328)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 329)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 330)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Phascolarctobacterium (OTU 331)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteroidales (OTU 333)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteroidales (OTU 334)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 335)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Blautia (OTU 336)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 337)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 338)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bilophila (OTU 339)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 340)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 341)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Escherichia/Shigella (OTU 342)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 343)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Erysipelotrichaceae (OTU 344)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridium_sensu (OTU 345)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Akkermansia (OTU 347)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Akkermansia (OTU 348)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 349)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Fusobacterium (OTU 350)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 351)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 353)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 355)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Parasutterella (OTU 356)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 357)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Enterorhabdus (OTU 358)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 359)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Akkermansia (OTU 360)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteroides (OTU 361)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 362)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 364)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 365)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 366)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Veillonella (OTU 368)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Blautia (OTU 369)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 370)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Oscillibacter (OTU 371)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 372)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 373)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Turicibacter (OTU 374)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 375)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 377)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 378)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 379)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Atopostipes (OTU 380)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 381)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 382)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 383)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Parabacteroides (OTU 384)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 385)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Escherichia/Shigella (OTU 386)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 387)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 388)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteria (OTU 390)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 391)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 394)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 395)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Barnesiella (OTU 396)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridium_sensu (OTU 397)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Blautia (OTU 398)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridiales (OTU 399)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Bacteroides (OTU 400)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Lachnospiraceae (OTU 401)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Butyricicoccus (OTU 402)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Clostridium (OTU 405)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Ruminococcaceae (OTU 407)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Enterobacteriaceae (OTU 408)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Peptostreptococcaceae (OTU 409)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 410)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
Porphyromonadaceae (OTU 411)	NaN	NaN	1	Kruskal-Wallis rank sum test	0	0	NaN
