otu	statistic	p.value	parameter	method	WM	C	WMR	WMC	WMN	CN	p.value.adj
Porphyromonadaceae (OTU 1017)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Ruminococcus (OTU 1022)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Clostridium (OTU 1044)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1089)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lactobacillus (OTU 1121)	6.392087912087704	0.2699139254387761	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1137)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1199)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1203)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteroides (OTU 1205)	5.130364372469531	0.4001785548895162	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 1215)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1218)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 1230)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1233)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteroidales (OTU 1242)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1260)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1264)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1268)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 1270)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonas (OTU 1283)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Barnesiella (OTU 1296)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 1332)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Turicibacter (OTU 1346)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1350)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Alistipes (OTU 1361)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Firmicutes (OTU 1439)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Ruminococcaceae (OTU 1491)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Clostridiales (OTU 1527)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1554)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1592)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteria (OTU 1607)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteria (OTU 1615)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Clostridiales (OTU 1626)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1694)	6.392087912087704	0.2699139254387761	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1698)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Anaeroplasma (OTU 1777)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1828)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1859)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 1888)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 1919)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 1971)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Veillonella (OTU 1974)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteroidales (OTU 1999)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Firmicutes (OTU 2034)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteroides (OTU 2112)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2152)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2163)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2198)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 2212)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 2266)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 2350)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2375)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 2611)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Clostridiales (OTU 2630)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Faecalibacterium (OTU 2693)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 2741)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2762)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2793)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 2801)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteroidales (OTU 2888)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteroidales (OTU 2889)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2918)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2926)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2956)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Firmicutes (OTU 2970)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2972)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2974)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 2981)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 3038)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 3051)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 3056)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Pyramidobacter (OTU 3259)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 3391)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Firmicutes (OTU 3846)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteria (OTU 3896)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Clostridia (OTU 4162)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Campylobacter (OTU 4212)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4236)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4294)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4297)	3.4666666666667383	0.6284372803194699	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4467)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4470)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4521)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4628)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4643)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4737)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Porphyromonadaceae (OTU 4806)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Odoribacter (OTU 4974)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 5116)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 5119)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 5140)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 5289)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Clostridium (OTU 5325)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 5392)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Bacteroidetes (OTU 5567)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Hyphomicrobium (OTU 5587)	2.1904761904762253	0.822210427636151	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Clostridiaceae_ (OTU 5663)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 5664)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Lachnospiraceae (OTU 5668)	2.5263157894731525	0.7725267508530577	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.917014564994617
Staphylococcus (OTU 156)	2.1734426855866613	0.8246626220484656	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9178253450413885
Ruminococcaceae (OTU 65)	2.1483247675084307	0.828264146542117	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9199092400008481
Ruminococcaceae (OTU 37)	2.066549701932699	0.8398621186825822	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Ruminococcaceae (OTU 59)	1.9981401065440558	0.8494023281133336	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Lachnospiraceae (OTU 70)	1.8660124219248035	0.8673567401103868	5	Kruskal-Wallis rank sum test	0	0	0.001	0.001	0	5e-4	0.9305742075447009
Lachnospiraceae (OTU 75)	2.0370957885809915	0.8439886882632703	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Acetatifactor (OTU 79)	1.9491050206159712	0.8561415754603945	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Lachnospiraceae (OTU 116)	1.9487697866994964	0.8561873503406836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Lachnospiraceae (OTU 123)	1.846444683136545	0.8699580935276312	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Lachnospiraceae (OTU 128)	2.0254704558004586	0.8456096084059588	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Lachnospiraceae (OTU 174)	1.8567032967032897	0.8685962592683768	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Coriobacteriaceae (OTU 182)	1.8567032967032897	0.8685962592683768	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Firmicutes (OTU 188)	1.8477200025825309	0.8697890306202234	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Coriobacteriaceae (OTU 260)	2.0272064777324985	0.8453678407622132	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Porphyromonadaceae (OTU 321)	1.8567032967032897	0.8685962592683768	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Clostridiales (OTU 366)	1.8378066378063336	0.8711014198444756	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Turicibacter (OTU 374)	1.8378066378063336	0.8711014198444756	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Bacteria (OTU 381)	1.8567032967032897	0.8685962592683768	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Porphyromonadaceae (OTU 438)	1.8567032967032897	0.8685962592683768	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Bacteria (OTU 491)	1.8567032967032897	0.8685962592683768	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Porphyromonadaceae (OTU 591)	1.8567032967032897	0.8685962592683768	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9305742075447009
Lachnospiraceae (OTU 90)	1.6715776768443462	0.8924608519983224	5	Kruskal-Wallis rank sum test	0	0	0	0	0	5e-4	0.9448463137209587
Lachnospiraceae (OTU 124)	1.3848257006153197	0.9259659538598208	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Lachnospiraceae (OTU 144)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Lachnospiraceae (OTU 167)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Lachnospiraceae (OTU 183)	1.5092015753668124	0.9120055186682412	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Clostridiales (OTU 226)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Dorea (OTU 229)	1.3744647332617206	0.9270860446660536	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Akkermansia (OTU 250)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Lachnospiraceae (OTU 287)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Bacteria (OTU 291)	1.5092015753668124	0.9120055186682412	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Porphyromonadaceae (OTU 300)	1.3848257006153197	0.9259659538598208	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Bacteroidales (OTU 333)	1.3746487430697045	0.9270662114754138	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Clostridium_sensu (OTU 345)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Porphyromonadaceae (OTU 353)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Porphyromonadaceae (OTU 355)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Porphyromonadaceae (OTU 375)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Clostridiales (OTU 377)	1.3746487430697045	0.9270662114754138	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Porphyromonadaceae (OTU 588)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Lachnospiraceae (OTU 607)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Clostridiales (OTU 621)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Collinsella (OTU 744)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Porphyromonadaceae (OTU 867)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Clostridiales (OTU 1027)	1.3746487430697045	0.9270662114754138	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Porphyromonadaceae (OTU 1544)	1.3792943898203929	0.9265647740979233	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9448463137209587
Lachnospiraceae (OTU 161)	1.2453276047260327	0.9404555921618071	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9548136928054988
Firmicutes (OTU 440)	1.2530403039903235	0.9396888003808679	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9548136928054988
Lachnospiraceae (OTU 203)	1.1722215374502227	0.9475144096628738	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9601479351250456
Firmicutes (OTU 155)	1.0843644826352379	0.9554782787030096	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9663772704752873
Lachnospiraceae (OTU 121)	1.0211249695829936	0.9608439650591574	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9699601317105726
Lachnospiraceae (OTU 46)	0.8069801703541167	0.9765859915752302	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9800788029378504
Lachnospiraceae (OTU 104)	0.7755746226592609	0.9785650409407085	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9800788029378504
Clostridiales_Incertae_Sedis_XIII (OTU 284)	0.7505639097746128	0.9800788029378504	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9800788029378504
Clostridiales (OTU 429)	0.7748293811450172	0.9786109475481253	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9800788029378504
Phyllobacteriaceae (OTU 493)	0.7505639097746128	0.9800788029378504	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.9800788029378504
Clostridium_sensu (OTU 53)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 100)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 149)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerostipes (OTU 159)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 160)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 169)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Clostridium (OTU 172)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 181)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Clostridiales (OTU 197)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Akkermansia (OTU 200)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinobacillus (OTU 202)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 205)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 207)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Corynebacterium (OTU 213)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillus (OTU 218)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillus (OTU 221)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 225)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 227)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Listeria (OTU 228)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Streptococcus (OTU 230)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Fusobacterium (OTU 231)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pasteurellaceae (OTU 233)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerotruncus (OTU 234)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 239)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillales (OTU 242)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 244)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 249)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Coriobacteriaceae (OTU 252)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 255)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Streptococcus (OTU 257)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acetatifactor (OTU 263)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Akkermansia (OTU 264)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 266)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Blautia (OTU 273)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Firmicutes (OTU 279)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Aerococcus (OTU 281)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacteroides (OTU 282)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonellaceae (OTU 286)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 295)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonas (OTU 298)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 301)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaeroplasma (OTU 302)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Akkermansia (OTU 306)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 307)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacteria (OTU 310)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bradyrhizobium (OTU 315)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 316)	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
